timestamp,,intention,query,u_id
1444950000000    ,,PS,"merge sort
",A0018
1444950000000    ,,PS,"3 partitin merge sort
",A0018
1444950000000    ,,NA,"3 partition merge sort
",A0018
1444950000000    ,,ML,"3-partition merge sort
",A0018
1440550000000    ,,ML,"for loops
",A0067
1444090000000    ,,ML,"gridbag layout
",A0067
1444840000000    ,,KS,"adding object to array
",A0067
1444840000000    ,,NA,"adding to array
",A0067
1444840000000    ,,NA,"color
",A0067
1444840000000    ,,NA,"color black
",A0067
1444840000000    ,,NA,"java color code
",A0067
1444870000000    ,,KS,"button group
",A0067
1444950000000    ,,PS,"2 partition merge sort
",A0067
1444950000000    ,,PS,"2 partition merge sort
",A0067
1444950000000    ,,KS,"ordered number array
",A0067
1444950000000    ,,NA,"ordered number array java
",A0067
1444950000000    ,,ML,"order numbers in an array
",A0067
1444960000000    ,,ML,"merge array list
",A0067
1444960000000    ,,ML,"3-partition merge sort
",A0067
1440720000000    ,,PS,"java string to array
",A0064
1440730000000    ,,PS,"covert string to int array in java
",A0064
1440730000000    ,,PS,"read string into array in java
",A0064
1440730000000    ,,NA,"java convert string array to int array
",A0064
1440730000000    ,,NA,"how to read string with both positive and negative integers into array
",A0064
1444950000000    ,,KS,"merge sort
",A0064
1444950000000    ,,PS,"merge arrays to sorted result
",A0064
1444950000000    ,,NA,"merge arrays to sorted result java
",A0064
1444960000000    ,,PS,"merge sort trivial case java
",A0064
1440720000000    ,,KS,"java classes
",A0052
1444950000000    ,,KS,"3 partition merge sort
",A0052
1444950000000    ,,NA,"3 partition merge sort of array list
",A0052
1444950000000    ,,NA,"implementation of 3 part merge sort
",A0052
1444950000000    ,,NA,"implementation of 3 partition merge sort
",A0052
1445140000000    ,,KS,"throwing an exception
",A0052
1445140000000    ,,KS,"throwing an exception java
",A0052
1445140000000    ,,KS,"what is throwing an exception java?
",A0052
1447290000000    ,,KS,"compareTo linkedlists
",A0052
1440570000000    ,,KS,"enhanced for loop
",A0074
1440570000000    ,,KS,"java enhanced for loop
",A0074
1440780000000    ,,KS,"java enhanced for loop
",A0074
1440780000000    ,,KS,"java static modifier
",A0074
1440780000000    ,,KS,"java arraylist
",A0074
1440780000000    ,,KS,"java netbeans javadoc generation
",A0074
1440970000000    ,,KS,"python best ide
",A0074
1441000000000    ,,KS,"java inheritance constuctor
",A0074
1441000000000    ,,KS,"java using constructor in another class
",A0074
1441000000000    ,,KS,"java access default constructor
",A0074
1441000000000    ,,KS,"java access default constructor from another class
",A0074
1441000000000    ,,KS,"java dot operations
",A0074
1441000000000    ,,KS,"java new objects
",A0074
1441000000000    ,,KS,"java create new objects
",A0074
1441090000000    ,,KS,"r convert probability to z 
",A0074
1441350000000    ,,KS,"command prompt
",A0074
1441350000000    ,,KS,"java automate input read
",A0074
1441350000000    ,,KS,"java bat files
",A0074
1441350000000    ,,KS,"java javac.exe
",A0074
1441400000000    ,,KS,"java change dir
",A0074
1441400000000    ,,KS,"java netbean change dir
",A0074
1442210000000    ,,KS,"java google api
",A0074
1442210000000    ,,KS,"java store web to txt
",A0074
1442210000000    ,,KS,"java save web to txt
",A0074
1442210000000    ,,KS,"java extract information from web
",A0074
1442210000000    ,,KS,"java combobox
",A0074
1442550000000    ,,KS,"java super
",A0074
1442550000000    ,,KS,"java abstract
",A0074
1442560000000    ,,KS,"java this
",A0074
1442560000000    ,,KS,"java malform exception
",A0074
1442560000000    ,,NA,"java malformexception
",A0074
1442560000000    ,,KS,"java polumorphism
",A0074
1442560000000    ,,KS,"java polymorphism
",A0074
1442560000000    ,,KS,"java number format
",A0074
1442790000000    ,,KS,"java enhance for loop
",A0074
1442790000000    ,,KS,"java array initialization
",A0074
1442790000000    ,,NA,"java array
",A0074
1442790000000    ,,KS,"java polymorphism
",A0074
1444100000000    ,,KS,"button listener
",A0074
1444130000000    ,,KS,"java vector
",A0074
1444870000000    ,,KS,"insert element into array java
",A0074
1444870000000    ,,KS,"java color class
",A0074
1444870000000    ,,KS,"java Radio Buttons
",A0074
1444880000000    ,,KS,"java swtich
",A0074
1444950000000    ,,KS,"merge sort
",A0074
1444950000000    ,,KS,"increasing sort
",A0074
1444950000000    ,,KS,"merge sort
",A0074
1445490000000    ,,KS,"merge sort divided in 3
",A0074
1445620000000    ,,KS,"netbeans run applet
",A0074
1446320000000    ,,KS,"compare stringd
",A0074
1446320000000    ,,KS,"compare strings
",A0074
1446320000000    ,,KS,"java compare string alphabetically
",A0074
1446440000000    ,,KS,"java recursive find min
",A0074
1446440000000    ,,KS,"insertion sort java
",A0074
1446450000000    ,,KS,"sort comparator
",A0074
1446800000000    ,,KS,"solve recursive
",A0074
1447120000000    ,,KS,"java access node linkedlist
",A0074
1447400000000    ,,KS,"java remove element at index
",A0074
1448000000000    ,,KS,"stack
",A0074
1443120000000    ,,KS,"wrapper classes
",A0001
1443130000000    ,,NA,"cast
",A0001
1443130000000    ,,NA,"cast java
",A0001
1443130000000    ,,NA,"implements keyword java
",A0001
1444180000000    ,,NA,"how to handle button events
",A0001
1444180000000    ,,NA,"button events using try catch block
",A0001
1444180000000    ,,NA,"java button events using try catch block
",A0001
1445020000000    ,,ML,"point listeners java
",A0001
1445540000000    ,,KS,"common gui components from javax.swing & java.awt packages
",A0001
1445540000000    ,,NA,"javax.swing basic components
",A0001
1445540000000    ,,NA,"error handling java
",A0001
1448040000000    ,,KS,"stacks java
",A0001
1448070000000    ,,KS,"infix to postfix
",A0001
1448070000000    ,,NA,"infix to postfix java
",A0001
1444950000000    ,,KS,"3-partition merge sort
",A0057
1444960000000    ,,KS,"partition input array
",A0057
1440550000000    ,,KS,"java for loop syntax
",A0073
1442360000000    ,,KS,"abstract class
",A0073
1442600000000    ,,KS,"where do you import Number format class from
",A0073
1442610000000    ,,KS,"parse
",A0073
1442610000000    ,,ML,"parse in java
",A0073
1444950000000    ,,PS,"3 partition merge sort
",A0073
1444950000000    ,,PS,"get ith term in arraylist
",A0073
1444950000000    ,,NA,"get i term in arraylist
",A0073
1445000000000    ,,KS,"different types of layouts in java
",A0073
1445000000000    ,,ML,"jsplitpane
",A0073
1445950000000    ,,KS,"serializable interface
",A0073
1441320000000    ,,KS,"multiple classes in java
",A0040
1445040000000    ,,ML,"how to sort by divide and conquer
",A0040
1445040000000    ,,KS,"what are alternatives to eclipse java
",A0040
1445040000000    ,,KS,"recursive sorting algorithms
",A0040
1445530000000    ,,KS,"subString
",A0037
1445530000000    ,,KS,"subString
",A0037
1445530000000    ,,ML,"substring
",A0037
1446770000000    ,,KS,"How do I make an array?
",A0034
1447800000000    ,,KS,"find minimum
",A0034
1447800000000    ,,NA,"find minimum integer
",A0034
1440720000000    ,,KS,"thenewboston
",A0061
1443060000000    ,,PS,"result += 4 - j
",A0061
1443060000000    ,,NA,"what does += do
",A0061
1443060000000    ,,NA,"+=
",A0061
1443070000000    ,,KS,"rectangle class
",A0061
1443070000000    ,,KS,"rectangle arguments
",A0061
1443120000000    ,,PS,"printing an array in MIPS
",A0061
1443160000000    ,,ML,"how to check if there is overflow in MIPS
",A0061
1443160000000    ,,ML,"overflow in MIPS
",A0061
1443210000000    ,,KS,"how does MARS store data
",A0061
1443480000000    ,,ML,"implementing borderlayout
",A0061
1443590000000    ,,ML,"UpdateUI
",A0061
1444600000000    ,,ML,"initializing a Color object
",A0061
1444600000000    ,,NA,"initializing a Color object in java
",A0061
1444600000000    ,,NA,"Color 
",A0061
1444600000000    ,,NA,"Color object in java
",A0061
1444950000000    ,,KS,"Mergesort
",A0061
1444960000000    ,,PS,"splitting an array
",A0061
1444960000000    ,,NA,"splitting an array java
",A0061
1444950000000    ,,ML,"merge sort 
",A0024
1444950000000    ,,KS,"3-partition merge sort
",A0024
1444950000000    ,,NA," merge sort
",A0024
1444950000000    ,,ML,"swap
",A0024
1444950000000    ,,ML,"swap java
",A0024
1444950000000    ,,ML,"swapping arrays in an arraylist
",A0024
1444950000000    ,,ML,"how to empty an array
",A0024
1444950000000    ,,ML,"clearing array
",A0024
1444950000000    ,,NA,"clearing array method java
",A0024
1444950000000    ,,NA,"emptying array method java
",A0024
1444950000000    ,,NA,"how to empty array method java
",A0024
1444950000000    ,,NA,"how to empty array  java
",A0024
1444950000000    ,,KS,"constructor methods
",A0024
1444950000000    ,,NA,"object constructor
",A0024
1442000000000    ,,ML,"convert string to int
",A0044
1442430000000    ,,KS,"bufferedreader vs scanner
",A0044
1442440000000    ,,PS,"nullpointerexception arraylist
",A0044
1442970000000    ,,KS,"convert string to int
",A0044
1444960000000    ,,KS,"merge sort
",A0044
1444950000000    ,,PS,"sample
",A0042
1444950000000    ,,KS,"partition
",A0042
1444950000000    ,,NA,"partition merge sor
",A0042
1444950000000    ,,NA,"partition merge sort
",A0042
1444950000000    ,,KS,"merge sort
",A0042
1444950000000    ,,KS,"merge sort
",A0042
1444950000000    ,,KS,"sort 3 arrays
",A0042
1444950000000    ,,NA,"sort then merge
",A0042
1440810000000    ,,KS,"do-while
",B0025
1440810000000    ,,ML,"finding the max integer 
",B0025
1440810000000    ,,NA,"finding the max integer in java
",B0025
1441420000000    ,,ML,"encapsulation
",B0025
1441420000000    ,,ML,"mutating a class
",B0025
1444950000000    ,,KS,"merge sort
",A0081
1444950000000    ,,PS,"assign new value to arraylist 
",A0081
1444950000000    ,,PS,"merge sort using arraylist
",A0081
1444950000000    ,,PS,"switch values in arraylist size 2
",A0081
1444950000000    ,,PS,"Switch values in arraylist
",A0081
1444950000000    ,,KS,"Switch values in arraylist
",A0081
1444950000000    ,,ML,"switch values in arraylist 
",A0081
1444950000000    ,,KS,"switch values in arraylist
",A0081
1440650000000    ,,KS,"find the minimum integer
",A0009
1441920000000    ,,KS,"how to define '#'
",A0009
1441920000000    ,,NA,"how to define '#'
",A0009
1442350000000    ,,KS,"public static Product parseStringToProduct(String lineToParse)
",A0009
1442350000000    ,,KS,"public static Product parseStringToProduct(String lineToParse)
",A0009
1442350000000    ,,NA,"public static Product parseStringToProduct
",A0009
1442350000000    ,,NA,"Product parseStringToProduct
",A0009
1442350000000    ,,KS,"protect
",A0009
1443820000000    ,,KS,"Container container = getContentPane()
",A0009
1443820000000    ,,KS,"private Container getContentPane() {
",A0009
1444960000000    ,,KS,"3 partition merge sort
",A0009
1444960000000    ,,NA," merge sort
",A0009
1445040000000    ,,KS,"clear();
",A0009
1445040000000    ,,NA,"clear(); java
",A0009
1446580000000    ,,PS,"how to find evenIndex number in an array
",A0009
1446580000000    ,,KS,"how to find evenIndex number in an array
",A0009
1446580000000    ,,NA,"how to find even Index 
",A0009
1447360000000    ,,PS,"counthowmany object
",A0009
1447360000000    ,,NA,"counthowmany
",A0009
1447360000000    ,,NA,"countHowMany(Object searchedObject)countHowMany(Object searchedObject)
",A0009
1447360000000    ,,NA,"countHowMany(Object searchedObject)
",A0009
1447360000000    ,,NA,"countHowMany(Object)
",A0009
1447360000000    ,,NA,"removeDuplicate() method
",A0009
1441410000000    ,,PS,"What is null pointer exception in java?
",A0047
1441410000000    ,,PS,"converting double to string
",A0047
1442560000000    ,,PS,"rounding in java
",A0047
1443660000000    ,,KS,"vector class in java
",A0047
1443940000000    ,,KS,"making labels bold
",A0047
1443940000000    ,,NA,"making jlabels bold
",A0047
1444700000000    ,,NA,"canvaspanel
",A0047
1441390000000    ,,KS,"writing a to string method
",A0011
1441390000000    ,,NA,"how to write a toString method
",A0011
1441390000000    ,,KS,"how do I import a class
",A0011
1441390000000    ,,PS,"cannot make a static reference to non-static reference
",A0011
1441390000000    ,,NA,"how to write a mutator method
",A0011
1441850000000    ,,KS,"writing a mutator method
",A0011
1441850000000    ,,NA,"how do i make an overloaded mutator method
",A0011
1441850000000    ,,NA,"overloaded mutator method
",A0011
1441850000000    ,,NA,"inherit from abstract parent class
",A0011
1441850000000    ,,NA,"subclass
",A0011
1441850000000    ,,NA,"abstract classs
",A0011
1441850000000    ,,NA,"abstract class
",A0011
1441850000000    ,,NA,"how to set a variable in an abstract class using an overloaded constructor
",A0011
1442020000000    ,,NA,"argument
",A0011
1442020000000    ,,NA,"parse
",A0011
1442020000000    ,,NA,"java parse string
",A0011
1442020000000    ,,NA,"parser method
",A0011
1442020000000    ,,NA,"parser method java
",A0011
1442020000000    ,,NA,"utility class
",A0011
1442380000000    ,,KS,"How do i change a string variable into an int
",A0011
1442380000000    ,,NA,"how to use child class toString method
",A0011
1442380000000    ,,NA,"how to call a tostring method
",A0011
1442380000000    ,,KS,"how to format a number as a percentage
",A0011
1442380000000    ,,NA,"how to format a number as a percentage in java
",A0011
1442600000000    ,,NA,"how to use decimal format
",A0011
1443830000000    ,,KS,"gridlayout movement
",A0011
1443830000000    ,,NA,"gridlayout move
",A0011
1443830000000    ,,NA,"gridlayout move to another cell java
",A0011
1443830000000    ,,NA,"can I use GridLayout with borderLayout
",A0011
1443840000000    ,,KS,"how do i iterate through a vector
",A0011
1443840000000    ,,NA,"how do i iterate through a vector of strings
",A0011
1444500000000    ,,KS,"Array of colors
",A0011
1444500000000    ,,NA,"java color array
",A0011
1444500000000    ,,NA,"arrays
",A0011
1444500000000    ,,KS,"JRadioButton Array
",A0011
1445300000000    ,,KS,"how to sort alphabetically
",A0011
1445300000000    ,,NA,"sort alphabetically java
",A0011
1445800000000    ,,PS,"scanner breaking program
",A0011
1445800000000    ,,PS,"obsolete methods
",A0011
1445810000000    ,,PS,"scanner not scanning file
",A0011
1446310000000    ,,KS,"java keyboard scanner
",A0011
1446320000000    ,,KS,"can i use logbase in java
",A0011
1447990000000    ,,KS,"can you add a char to a string
",A0011
1447990000000    ,,NA,"can you add a char to a string java
",A0011
1447990000000    ,,NA,"convert char to string java
",A0011
1442370000000    ,,KS,"currency format
",A0054
1444950000000    ,,KS,"scanner
",A0054
1444950000000    ,,ML,"scanner
",A0054
1444950000000    ,,PS,"parseint
",A0054
1444950000000    ,,ML,"3 partition merge sort
",A0077
1444950000000    ,,ML,"3 way merge sort
",A0077
1444950000000    ,,NA,"merge sort 3 partition
",A0077
1444950000000    ,,KS,"merge sort
",A0077
1444960000000    ,,ML,"partition merge sort
",A0077
1444950000000    ,,KS,"3 partition merge sort
",A0075
1444950000000    ,,PS,"merge sort
",A0075
1444950000000    ,,PS,"merge sort arraylist
",A0075
1440600000000    ,,PS,"while and if loops
",A0048
1440600000000    ,,KS,"users enter input into an array
",A0048
1440610000000    ,,KS,"how to add all positive integers entered
",A0048
1440610000000    ,,NA,"java how to add all positive integers entered
",A0048
1444950000000    ,,PS,"merge sort
",A0048
1444950000000    ,,PS,"merge sort
",A0048
1444950000000    ,,PS,"3=partition merge sort
",A0048
1444950000000    ,,NA,"3-partition merge sort
",A0048
1444260000000    ,,PS,"parse int in an action listener class
",A0030
1443290000000    ,,ML,"in.hasNextDouble
",A0046
1443290000000    ,,ML,"in.hasNextDouble()
",A0046
1443320000000    ,,KS,"makeCenterPanel()
",A0046
1443320000000    ,,ML,"makeCenterPanel()
",A0046
1443320000000    ,,NA,"makeCenterPanel
",A0046
1443320000000    ,,NA,"makeWestPanel
",A0046
1443930000000    ,,KS,".equals
",A0046
1443930000000    ,,PS,"how to use a vector in Java
",A0046
1443930000000    ,,KS,"using vector
",A0046
1443930000000    ,,KS,"append textarea in java
",A0046
1443930000000    ,,KS,"+=
",A0046
1443930000000    ,,ML,"+=
",A0046
1443940000000    ,,ML,"how to call toString method
",A0046
1444580000000    ,,ML,"in.nextDouble()
",A0046
1444580000000    ,,KS,"in.nextDouble()
",A0046
1444580000000    ,,ML,"System.out.println() method
",A0046
1444600000000    ,,ML,".this
",A0046
1444600000000    ,,NA,".this()
",A0046
1444600000000    ,,NA,"this.
",A0046
1444600000000    ,,NA,"this. method
",A0046
1444600000000    ,,ML,"example toString()
",A0046
1444600000000    ,,NA,"toString()
",A0046
1444670000000    ,,PS,"call toString from abstract method
",A0046
1444670000000    ,,NA,"toString abstract class
",A0046
1444950000000    ,,KS,"3 partition merge sort
",A0046
1444950000000    ,,NA,"2 partition merge sort
",A0046
1445190000000    ,,KS,"runtime exception
",A0046
1445190000000    ,,ML,"runtime exception
",A0046
1447450000000    ,,KS,"bad data exception
",A0046
1447450000000    ,,ML,"bad data exception
",A0046
1441920000000    ,,NA,"inheritance/super
",A0071
1444950000000    ,,PS,"arraylist syntax
",A0071
1444950000000    ,,NA,"arraylist getters
",A0071
1444950000000    ,,NA,"arraylist getters and setters
",A0071
1444950000000    ,,NA,"how to get elements from arraylist
",A0071
1444950000000    ,,NA,"how to access elements in arraylist
",A0071
1444960000000    ,,NA,"merge sort
",A0071
1444950000000    ,,PS,"parse string to int
",A0049
1444950000000    ,,PS,"parse string to int java
",A0049
1444970000000    ,,PS,"java mouselistener
",A0049
1444970000000    ,,KS,"java add mouselistener
",A0049
1444970000000    ,,KS,"java clear canvas
",A0049
1444970000000    ,,KS,"java how to clear canvas
",A0049
1444970000000    ,,KS,"java difference between getx and getxonscreen
",A0049
1444970000000    ,,KS,"java getxonscreen
",A0049
1444970000000    ,,KS,"java arraylist remove
",A0049
1444970000000    ,,KS,"java switch
",A0049
1444970000000    ,,PS,"java nested class error
",A0049
1441300000000    ,,ML,"how to use tostring in java
",A0029
1442510000000    ,,PS,"how to parse
",A0029
1442510000000    ,,PS,"parseStringToProduct
",A0029
1442510000000    ,,PS,"parse string
",A0029
1442510000000    ,,NA,"parse string java
",A0029
1442520000000    ,,PS,"java typecast string to int
",A0029
1442550000000    ,,ML,"variables abstract class java
",A0029
1442600000000    ,,PS,"java decimal format
",A0029
1444950000000    ,,KS,"3 partition merge sort
",A0029
1444950000000    ,,ML,"merge sort
",A0029
1444960000000    ,,ML,"recursion
",A0029
1444960000000    ,,PS,"swap arraylist objects
",A0029
1444960000000    ,,ML,"arraylist swap
",A0029
1444960000000    ,,ML,"arraylist set
",A0029
1440570000000    ,,KS,"scanner class
",B0020
1441340000000    ,,ML,"set method
",B0020
1441340000000    ,,NA,"set method with multiple strings
",B0020
1442530000000    ,,NA,"line to parse array
",B0020
1442530000000    ,,NA,"line to parse split
",B0020
1442530000000    ,,NA,"lineToParse.split
",B0020
1443990000000    ,,NA,"run an applet program
",B0020
1444950000000    ,,NA,"3-partition merge sort
",B0020
1444960000000    ,,NA,"colorlistener class
",B0020
1440720000000    ,,PS,"loop
",B0009
1440560000000    ,,KS,"dynamic array
",A0005
1440560000000    ,,NA,"dynamic array java
",A0005
1440560000000    ,,KS,"passing arrays as paramaters
",A0005
1440560000000    ,,NA,"passing arrays as parameters java
",A0005
1441150000000    ,,KS,"UML
",A0005
1441320000000    ,,ML,"constructor java
",A0005
1441320000000    ,,KS,"constructor java
",A0005
1441320000000    ,,NA,"what is a constructor
",A0005
1441320000000    ,,NA,"what is a constructor java
",A0005
1441380000000    ,,ML,"
 java
",A0005
1441380000000    ,,KS,"

 java
",A0005
1441850000000    ,,KS,"abstract class java
",A0005
1442100000000    ,,KS,"implements vs extends java
",A0005
1442540000000    ,,KS,"how many components can you add to a frame using the add method
",A0005
1442550000000    ,,KS,"linetoparse java
",A0005
1442550000000    ,,NA,"lineToParse
",A0005
1442550000000    ,,NA,"type cast
",A0005
1442550000000    ,,NA,"type cast java
",A0005
1442550000000    ,,ML,"java cast string to int
",A0005
1442600000000    ,,KS,"format double java
",A0005
1442600000000    ,,KS,"String.format java
",A0005
1442600000000    ,,KS,".##
",A0005
1442600000000    ,,NA,".string.format java
",A0005
1444450000000    ,,KS,"java filled rectangle
",A0005
1444530000000    ,,KS,"java radio button
",A0005
1444950000000    ,,PS,"merge sort java
",A0005
1444950000000    ,,KS,"arraylist java
",A0005
1444970000000    ,,KS,"gui with radio buttons java
",A0005
1444970000000    ,,PS,"applet not initialized java
",A0005
1444970000000    ,,KS,"adding panels to japplet java
",A0005
1444970000000    ,,NA,"jpanel japplet java
",A0005
1444970000000    ,,KS,"container java
",A0005
1445970000000    ,,KS,"serialization
",A0005
1445980000000    ,,KS,"comparing objects
",A0005
1446000000000    ,,KS,"lexicograph java
",A0005
1440720000000    ,,KS,"Artifical Intelligence
",B0005
1444260000000    ,,NA,"duplicates in a vector
",B0005
1444260000000    ,,NA,"duplicates in a vector of objects
",B0005
1444260000000    ,,NA,"duplicates in a vector of objects Java
",B0005
1441340000000    ,,ML,"proper way to reference one class from another
",A0084
1441340000000    ,,NA,"reference a child class
",A0084
1441340000000    ,,KS,"Do I need to have subclass variables in main class
",A0084
1441340000000    ,,KS,"java car makes inheritance
",A0084
1441340000000    ,,NA,"java inheritance toString
",A0084
1441340000000    ,,KS,"create a reference to another class
",A0084
1441340000000    ,,NA,"create a reference to another class java
",A0084
1442200000000    ,,KS,"What does the # mean when declaring a variable
",A0084
1442200000000    ,,KS,"What does the # mean when declaring a variable java
",A0084
1442200000000    ,,NA,"what does number sign mean in java
",A0084
1442550000000    ,,ML,"How to get numberformat percentage
",A0084
1444620000000    ,,ML,"how to create classes within other classes
",A0084
1444620000000    ,,NA,"how to create classes within other classes java
",A0084
1440550000000    ,,KS,"for loops
",B0027
1441410000000    ,,KS,"accessor method
",B0027
1442610000000    ,,ML,"parse string to product
",B0027
1446510000000    ,,KS,"reading file to string java
",B0027
1440630000000    ,,ML,"input as separate numbers
",B0007
